protocol,track,method,partition,n_samples,n_true,n_fake,macro_f1,balanced_accuracy,precision_fake,recall_fake,f1_fake,fpr_true,accuracy,roc_auc,average_precision,threshold_q95,noise_rate,assignment_coverage,selected,parameters_json,eps_method,cluster_count_train,train_noise_rate,core_count_train,fit_seconds,parameter_name,parameter_value,eps,min_samples,cluster_count,cluster_sizes_json,noise_count,silhouette_cosine_nonnoise,ari,nmi,cluster_composition_json,k,stability_seeds,stability_pairwise_ari,stability_mean_pairwise_ari,selection_rule,validation_silhouette_cosine,core_count,valid,invalid_reason,features,fit_warnings
secondary_temporal_group,novelty_detection,OneClassSVM,test,1442.0,721.0,721.0,0.4764514618951388,0.5638002773925104,0.8484848484848485,0.1553398058252427,0.26260257913247365,0.027739251040221916,0.5638002773925104,0.9209344780423246,0.8692885116723154,4.348940299719949,,,True,"{""gamma"": ""scale"", ""kernel"": ""rbf"", ""nu"": 0.1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
secondary_temporal_group,novelty_detection,DBSCANStyleNovelty,test,1442.0,721.0,721.0,0.8107185718571857,0.8155339805825244,0.9633401221995926,0.6560332871012483,0.7805280528052805,0.024965325936199722,0.8155339805825242,0.9771497438639891,0.9430829928293805,1.2873754946431326,0.5201109570041609,0.4798890429958391,True,"{""eps"": 0.779151629211782, ""min_samples"": 5}",predefined k-distance quantiles; knee unstable (strength < 0.02 or endpoint),2.0,0.03345724907063197,2043.0,0.025127200002316386,,,0.779151629211782,5.0,,,,,,,,,,,,,,,,,,
secondary_temporal_group,topic_discovery_kmeans,KMeansTopic,train,4304.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.0,"{""0"": 828, ""1"": 330, ""2"": 506, ""3"": 1477, ""4"": 426, ""5"": 90, ""6"": 246, ""7"": 401}",0.0,0.010586963966488838,0.06797501085804246,0.09750615175209307,"[{""cluster_id"": 0, ""fake_1"": 772, ""total"": 828, ""true_0"": 56}, {""cluster_id"": 1, ""fake_1"": 99, ""total"": 330, ""true_0"": 231}, {""cluster_id"": 2, ""fake_1"": 146, ""total"": 506, ""true_0"": 360}, {""cluster_id"": 3, ""fake_1"": 637, ""total"": 1477, ""true_0"": 840}, {""cluster_id"": 4, ""fake_1"": 217, ""total"": 426, ""true_0"": 209}, {""cluster_id"": 5, ""fake_1"": 0, ""total"": 90, ""true_0"": 90}, {""cluster_id"": 6, ""fake_1"": 124, ""total"": 246, ""true_0"": 122}, {""cluster_id"": 7, ""fake_1"": 157, ""total"": 401, ""true_0"": 244}]",8.0,"[42, 17, 123]","[{""seed_a"": 42, ""seed_b"": 17, ""ari"": 0.5461055819042955}, {""seed_a"": 42, ""seed_b"": 123, ""ari"": 0.5966459418640827}, {""seed_a"": 17, ""seed_b"": 123, ""ari"": 0.657614274692999}]",0.6001219328204591,maximum non-noise cosine silhouette on unlabeled validation; tie -> smaller k,,,,,,
secondary_temporal_group,topic_discovery,KMeansTopic,validation_selection,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,8.0,,,,maximum non-noise cosine silhouette on unlabeled validation; tie -> smaller k,0.00829745177179575,,,,,
secondary_temporal_group,topic_discovery_candidate,DBSCANTopic,train,,,,,,,,,,,,,,0.8396840148698885,,True,,normalized maximum vertical deviation from endpoint chord; stable knee,,,,0.2098299999925075,,,0.7283468246459961,5.0,41.0,"{""0"": 262, ""1"": 16, ""2"": 12, ""3"": 13, ""4"": 19, ""5"": 23, ""6"": 20, ""7"": 6, ""8"": 18, ""9"": 7, ""10"": 20, ""11"": 6, ""12"": 5, ""13"": 5, ""14"": 5, ""15"": 5, ""16"": 30, ""17"": 38, ""18"": 6, ""19"": 41, ""20"": 14, ""21"": 5, ""22"": 6, ""23"": 7, ""24"": 10, ""25"": 5, ""26"": 7, ""27"": 7, ""28"": 5, ""29"": 5, ""30"": 6, ""31"": 5, ""32"": 5, ""33"": 6, ""34"": 6, ""35"": 5, ""36"": 5, ""37"": 5, ""38"": 5, ""39"": 6, ""40"": 8}",,0.07707925140857697,,,,,,,,,,348.0,True,,,
secondary_temporal_group,topic_discovery_candidate,DBSCANTopic,train,,,,,,,,,,,,,,0.6900557620817844,,False,,normalized maximum vertical deviation from endpoint chord; stable knee,,,,0.40433439999469556,,,0.7935543656349182,10.0,8.0,"{""0"": 1044, ""1"": 183, ""2"": 24, ""3"": 18, ""4"": 15, ""5"": 23, ""6"": 15, ""7"": 12}",,0.0370786227285862,,,,,,,,,,676.0,True,,,
secondary_temporal_group,topic_discovery_candidate,DBSCANTopic,train,,,,,,,,,,,,,,0.6491635687732342,,False,,normalized maximum vertical deviation from endpoint chord; stable knee,,,,0.4082868999976199,,,0.8182188272476196,20.0,3.0,"{""0"": 1262, ""1"": 218, ""2"": 30}",,0.03608030080795288,,,,,,,,,,637.0,True,,,
secondary_temporal_group,topic_discovery_candidate,DBSCANTopic,train,,,,,,,,,,,,,,0.49256505576208176,,False,,normalized maximum vertical deviation from endpoint chord; stable knee,,,,0.39794919999258127,,,0.8528500199317932,40.0,2.0,"{""0"": 1914, ""1"": 270}",,0.032615777105093,,,,,,,,,,868.0,True,,,
secondary_temporal_group,topic_discovery,DBSCANTopic,train,4304.0,,,,,,,,,,,,,0.8396840148698885,,,,,,,,,,,,,41.0,"{""0"": 262, ""1"": 16, ""2"": 12, ""3"": 13, ""4"": 19, ""5"": 23, ""6"": 20, ""7"": 6, ""8"": 18, ""9"": 7, ""10"": 20, ""11"": 6, ""12"": 5, ""13"": 5, ""14"": 5, ""15"": 5, ""16"": 30, ""17"": 38, ""18"": 6, ""19"": 41, ""20"": 14, ""21"": 5, ""22"": 6, ""23"": 7, ""24"": 10, ""25"": 5, ""26"": 7, ""27"": 7, ""28"": 5, ""29"": 5, ""30"": 6, ""31"": 5, ""32"": 5, ""33"": 6, ""34"": 6, ""35"": 5, ""36"": 5, ""37"": 5, ""38"": 5, ""39"": 6, ""40"": 8}",3614.0,0.07707925140857697,0.024034029169520466,0.07250597951874158,"[{""cluster_id"": -1, ""fake_1"": 2018, ""total"": 3614, ""true_0"": 1596}, {""cluster_id"": 0, ""fake_1"": 29, ""total"": 262, ""true_0"": 233}, {""cluster_id"": 1, ""fake_1"": 8, ""total"": 16, ""true_0"": 8}, {""cluster_id"": 2, ""fake_1"": 6, ""total"": 12, ""true_0"": 6}, {""cluster_id"": 3, ""fake_1"": 5, ""total"": 13, ""true_0"": 8}, {""cluster_id"": 4, ""fake_1"": 7, ""total"": 19, ""true_0"": 12}, {""cluster_id"": 5, ""fake_1"": 5, ""total"": 23, ""true_0"": 18}, {""cluster_id"": 6, ""fake_1"": 8, ""total"": 20, ""true_0"": 12}, {""cluster_id"": 7, ""fake_1"": 5, ""total"": 6, ""true_0"": 1}, {""cluster_id"": 8, ""fake_1"": 4, ""total"": 18, ""true_0"": 14}, {""cluster_id"": 9, ""fake_1"": 3, ""total"": 7, ""true_0"": 4}, {""cluster_id"": 10, ""fake_1"": 9, ""total"": 20, ""true_0"": 11}, {""cluster_id"": 11, ""fake_1"": 6, ""total"": 6, ""true_0"": 0}, {""cluster_id"": 12, ""fake_1"": 5, ""total"": 5, ""true_0"": 0}, {""cluster_id"": 13, ""fake_1"": 5, ""total"": 5, ""true_0"": 0}, {""cluster_id"": 14, ""fake_1"": 1, ""total"": 5, ""true_0"": 4}, {""cluster_id"": 15, ""fake_1"": 1, ""total"": 5, ""true_0"": 4}, {""cluster_id"": 16, ""fake_1"": 10, ""total"": 30, ""true_0"": 20}, {""cluster_id"": 17, ""fake_1"": 0, ""total"": 38, ""true_0"": 38}, {""cluster_id"": 18, ""fake_1"": 0, ""total"": 6, ""true_0"": 6}, {""cluster_id"": 19, ""fake_1"": 1, ""total"": 41, ""true_0"": 40}, {""cluster_id"": 20, ""fake_1"": 1, ""total"": 14, ""true_0"": 13}, {""cluster_id"": 21, ""fake_1"": 1, ""total"": 5, ""true_0"": 4}, {""cluster_id"": 22, ""fake_1"": 1, ""total"": 6, ""true_0"": 5}, {""cluster_id"": 23, ""fake_1"": 1, ""total"": 7, ""true_0"": 6}, {""cluster_id"": 24, ""fake_1"": 2, ""total"": 10, ""true_0"": 8}, {""cluster_id"": 25, ""fake_1"": 0, ""total"": 5, ""true_0"": 5}, {""cluster_id"": 26, ""fake_1"": 0, ""total"": 7, ""true_0"": 7}, {""cluster_id"": 27, ""fake_1"": 1, ""total"": 7, ""true_0"": 6}, {""cluster_id"": 28, ""fake_1"": 0, ""total"": 5, ""true_0"": 5}, {""cluster_id"": 29, ""fake_1"": 1, ""total"": 5, ""true_0"": 4}, {""cluster_id"": 30, ""fake_1"": 3, ""total"": 6, ""true_0"": 3}, {""cluster_id"": 31, ""fake_1"": 1, ""total"": 5, ""true_0"": 4}, {""cluster_id"": 32, ""fake_1"": 0, ""total"": 5, ""true_0"": 5}, {""cluster_id"": 33, ""fake_1"": 1, ""total"": 6, ""true_0"": 5}, {""cluster_id"": 34, ""fake_1"": 0, ""total"": 6, ""true_0"": 6}, {""cluster_id"": 35, ""fake_1"": 0, ""total"": 5, ""true_0"": 5}, {""cluster_id"": 36, ""fake_1"": 0, ""total"": 5, ""true_0"": 5}, {""cluster_id"": 37, ""fake_1"": 0, ""total"": 5, ""true_0"": 5}, {""cluster_id"": 38, ""fake_1"": 1, ""total"": 5, ""true_0"": 4}, {""cluster_id"": 39, ""fake_1"": 1, ""total"": 6, ""true_0"": 5}, {""cluster_id"": 40, ""fake_1"": 1, ""total"": 8, ""true_0"": 7}]",,,,,,,,,,,
canonical_random_group,supervised_baseline,LogisticRegression,test,1440.0,720.0,720.0,0.9492967284524361,0.9493055555555556,0.9614835948644793,0.9361111111111111,0.9486277269528501,0.0375,0.9493055555555555,0.9894791666666667,0.9906279229398526,,,,True,"{""class_weight"": ""balanced"", ""features"": ""word+char"", ""max_iter"": 1000, ""score_adapter"": ""predict_proba""}",,,,,0.37474320000910666,,,,,,,,,,,,,,,,,,,,,word+char,[]
canonical_random_group,supervised_baseline,LinearSVC,test,1440.0,720.0,720.0,0.9666614575194041,0.9666666666666667,0.9786324786324786,0.9541666666666667,0.9662447257383966,0.020833333333333332,0.9666666666666667,0.994074074074074,0.9949417377725568,,,,True,"{""class_weight"": ""balanced"", ""features"": ""word+char+meta"", ""max_iter"": 2000, ""random_state"": 42, ""score_adapter"": ""decision_function""}",,,,,21.623347300002933,,,,,,,,,,,,,,,,,,,,,word+char+meta,"[""Liblinear failed to converge, increase the number of iterations.""]"
canonical_random_group,supervised_baseline,RandomForest,test,1440.0,720.0,720.0,0.9104069451980467,0.9104166666666667,0.9191489361702128,0.9,0.9094736842105263,0.07916666666666666,0.9104166666666667,0.9721778549382717,0.9753723179321397,,,,True,"{""features"": ""word+char"", ""n_estimators"": 100, ""random_state"": 42, ""score_adapter"": ""predict_proba""}",,,,,9.63620149999042,,,,,,,,,,,,,,,,,,,,,word+char,[]
canonical_random_group,pu_baseline,PULearningSpyRF,test,1440.0,720.0,720.0,0.7183085506175937,0.7368055555555556,0.6565656565656566,0.9930555555555556,0.7904919845218352,0.5194444444444445,0.7368055555555556,0.943347800925926,0.949260299259692,,,,True,"{""final_estimators"": 300, ""known_positive"": ""Fake (label=1) train only"", ""reliable_negatives"": 631, ""spy_fraction"": 0.15, ""spy_threshold"": 0.065, ""temporary_estimators"": 200, ""threshold"": 0.5, ""unlabeled"": ""True (label=0) train only""}",,,,,17.10945570000331,,,,,,,,,,,,,,,,,,,,,,
